name,fileName,emotion,episode
yawang,cropped_24,fear,epi12
yawang,cropped_25,sad,epi12
yawang,cropped_26,surprise,epi12
yawang,cropped_27,sad,epi12
yawang,cropped_28,happy,epi12
yawang,cropped_29,sad,epi12
yawang,cropped_3,sad,epi12
yawang,cropped_30,fear,epi12
yawang,cropped_31,sad,epi12
yawang,cropped_32,fear,epi12
yawang,cropped_33,sad,epi12
yawang,cropped_34,surprise,epi12
yawang,cropped_35,sad,epi12
yawang,cropped_36,surprise,epi12
yawang,cropped_37,happy,epi12
yawang,cropped_38,fear,epi12
yawang,cropped_39,None,epi12
yawang,cropped_4,sad,epi12
yawang,cropped_40,happy,epi12
yawang,cropped_41,surprise,epi12
yawang,cropped_42,fear,epi12
yawang,cropped_43,None,epi12
yawang,cropped_44,sad,epi12
yawang,cropped_45,happy,epi12
yawang,cropped_46,sad,epi12
yawang,cropped_47,sad,epi12
yawang,cropped_48,sad,epi12
yawang,cropped_49,happy,epi12
yawang,cropped_5,sad,epi12
yawang,cropped_50,happy,epi12
yawang,cropped_51,fear,epi12
yawang,cropped_52,fear,epi12
yawang,cropped_53,fear,epi12
yawang,cropped_54,sad,epi12
yawang,cropped_55,sad,epi12
yawang,cropped_56,fear,epi12
yawang,cropped_57,sad,epi12
yawang,cropped_58,fear,epi12
yawang,cropped_59,happy,epi12
yawang,cropped_6,happy,epi12
yawang,cropped_60,happy,epi12
yawang,cropped_61,None,epi12
yawang,cropped_62,fear,epi12
yawang,cropped_63,sad,epi12
yawang,cropped_64,None,epi12
yawang,cropped_65,fear,epi12
yawang,cropped_66,fear,epi12
yawang,cropped_67,sad,epi12
yawang,cropped_68,sad,epi12
yawang,cropped_69,fear,epi12
yawang,cropped_7,happy,epi12
yawang,cropped_70,happy,epi12
yawang,cropped_71,sad,epi12
yawang,cropped_72,sad,epi12
yawang,cropped_73,happy,epi12
yawang,cropped_74,angry,epi12
yawang,cropped_75,happy,epi12
yawang,cropped_76,fear,epi12
yawang,cropped_77,sad,epi12
yawang,cropped_78,None,epi12
yawang,cropped_79,sad,epi12
yawang,cropped_8,fear,epi12
yawang,cropped_80,sad,epi12
yawang,cropped_81,fear,epi12
yawang,cropped_82,sad,epi12
yawang,cropped_83,fear,epi12
yawang,cropped_84,fear,epi12
yawang,cropped_85,sad,epi12
yawang,cropped_86,None,epi12
yawang,cropped_87,angry,epi12
yawang,cropped_88,happy,epi12
yawang,cropped_89,happy,epi12
yawang,cropped_9,happy,epi12
yawang,cropped_90,sad,epi12
yawang,cropped_91,sad,epi12
yawang,cropped_92,sad,epi12
yawang,cropped_93,happy,epi12
yawang,cropped_94,sad,epi12
yawang,cropped_95,surprise,epi12
yawang,cropped_96,sad,epi12
yawang,cropped_97,surprise,epi12
yawang,cropped_98,fear,epi12
yawang,cropped_99,sad,epi12
yawang,cropped_1,None,epi15
yawang,cropped_10,happy,epi15
yawang,cropped_100,fear,epi15
yawang,cropped_11,happy,epi15
yawang,cropped_12,happy,epi15
yawang,cropped_13,surprise,epi15
yawang,cropped_14,happy,epi15
yawang,cropped_15,disgust,epi15
yawang,cropped_16,fear,epi15
yawang,cropped_17,angry,epi15
yawang,cropped_18,fear,epi15
yawang,cropped_19,fear,epi15
yawang,cropped_2,happy,epi15
yawang,cropped_20,happy,epi15
yawang,cropped_21,sad,epi15
yawang,cropped_22,angry,epi15
yawang,cropped_23,None,epi15
yawang,cropped_24,sad,epi15
yawang,cropped_25,angry,epi15
yawang,cropped_26,happy,epi15
yawang,cropped_27,sad,epi15
yawang,cropped_28,sad,epi15
yawang,cropped_29,angry,epi15
yawang,cropped_3,sad,epi15
yawang,cropped_30,happy,epi15
